Date,Oil,EURUSD,VIX,XLK
2017-07-31,57.257974161129965,1.064492799747042,14.961967584194623,92.92830734784823
2017-08-31,54.99624552826205,1.0580595074213048,12.994941270724382,93.90162619688668
2017-09-30,55.651165397470315,1.0758140498241158,14.96297372801522,93.96081775374229
2017-10-31,58.46545090603517,1.0799638669337253,14.422682722159724,93.71411094568928
2017-11-30,55.45048443691272,1.067455027390375,15.64543712067618,95.8393906140695
2017-12-31,56.01975215397732,1.0767336468609225,13.345538112895355,98.435253510702
2018-01-31,56.73951774247417,1.098055208831049,16.038693028482346,97.26935373747435
2018-02-28,58.50316348602879,1.1084798614365605,18.065477826005157,95.98667940412761
2018-03-31,56.229262064272625,1.0933861617770204,14.782479703086285,95.5794534339027
2018-04-30,53.78834883810408,1.0886438210483578,15.803423444197882,89.55923409028627
2018-05-31,55.03223196933787,1.101412932540224,16.380287983422225,85.92239523812877
2018-06-30,55.82620131580424,1.0944362378840362,14.197559056228327,89.87777896833245
2018-07-31,56.52718701649599,1.0989744321654986,15.448184963620834,94.80287798949104
2018-08-31,57.42008343548994,1.1068207726997918,15.02518480156359,94.47437995475468
2018-09-30,56.260033992332964,1.097651467984011,15.195352197097664,96.5079506439763
2018-10-31,56.92454138665497,1.097156214423393,13.453980432289066,97.80374802597112
2018-11-30,57.71068633325233,1.0648435410227024,15.049020348517885,107.69781799551635
2018-12-31,56.4819834971996,1.0546996646093594,15.9959965824909,111.82292252977012
2019-01-31,60.41353251948911,1.0522739830954277,17.902287215590082,111.84109212820661
2019-02-28,61.561198361312684,1.0398961512757794,16.918541652170415,109.116141172503
2019-03-31,59.378591366907386,1.0563202643150957,19.306364915023114,104.3989314984429
2019-04-30,60.891698584175046,1.0421188505354892,13.4653048742239,105.4591157933841
2019-05-31,59.1423352437204,1.0378184056685196,16.744641273441356,103.50633591733846
2019-06-30,60.91650445120531,1.0392258114413804,15.366684011476703,99.58038586552416
2019-07-31,63.433695609220116,1.0537385443320415,19.379605866435345,98.05887166793396
2019-08-31,61.9923309725167,1.0394799228202471,13.383403429289697,95.30874692489554
2019-09-30,64.11908323100533,1.0512115603417969,13.320556315638449,100.65872537109853
2019-10-31,65.14464508487833,1.0514138909519926,13.801214709111957,103.77084257890374
2019-11-30,66.98876540486732,1.0416988044415132,10.752208551380386,104.16184089445126
2019-12-31,70.98235137017521,1.046419839184146,13.948489956638477,109.32708581950821
2020-01-31,70.69157513816947,1.0485104361398805,13.481734676892604,110.02033643845613
2020-02-29,69.38410280945449,1.0426082673682926,15.300787572952416,107.64370002923091
2020-03-31,67.80507395020345,1.0434062882181927,15.683511951554319,113.12805664216603
2020-04-30,66.37345338027257,1.039653152249575,18.752341678431772,115.43270540847953
2020-05-31,66.41924996144436,1.0408883257020878,16.900847676372102,112.34453315344066
2020-06-30,67.30155391107765,1.047609632447298,13.846192688675194,112.15257017866274
2020-07-31,68.05493550973769,1.0635698006087517,13.203170657303284,109.68269763240018
2020-08-31,69.90930200780973,1.0512916456204833,15.983838343013012,105.64745327849263
2020-09-30,70.13530579156554,1.072721979367046,12.359533585958715,109.05943021011338
2020-10-31,73.24237394588019,1.0533011013718208,18.662917531708707,115.95190164691098
2020-11-30,72.91306027940428,1.051883250421465,17.358880241442574,111.63319332261503
2020-12-31,78.5533986125835,1.0578664224863108,14.061648695790591,113.98963395379957
2021-01-31,80.00473330811352,1.060776341163661,11.573730941818244,112.23425358957411
2021-02-28,78.49041819528095,1.0546493459654551,17.707744748330825,111.04932538476291
2021-03-31,76.54863319915873,1.0526681234618824,14.770920309494764,109.53045711135793
2021-04-30,77.7135780296451,1.0478381141152942,17.47563262394692,107.15570189320896
2021-05-31,77.4666524589934,1.042044466545852,11.811144682411266,107.74190337450042
2021-06-30,79.09465344717758,1.0506404875160622,13.801249954092455,105.5104584227557
2021-07-31,80.24112869632467,1.0543106423757127,15.010487399436366,106.79635372007978
2021-08-31,80.29547087101093,1.0474815464231062,15.093961187529484,107.06291383780014
2021-09-30,78.80188343487411,1.0565775451774386,14.099869057041513,106.72422810483961
2021-10-31,75.97218898550238,1.0597505403862046,16.245699864695,104.2739207709921
2021-11-30,75.27915908136835,1.0679791615745944,12.864759141234812,102.8959362955878
2021-12-31,77.19195667001529,1.0743754499938305,14.715241029957413,105.67621955990738
2022-01-31,77.8201441582757,1.0661854998846096,15.240591263423799,107.70622723450988
2022-02-28,75.52866660085172,1.0606836894826401,16.0288776681175,105.01264225489444
2022-03-31,76.07502845255408,1.0682566255338726,16.42322975617778,105.74819132814541
2022-04-30,77.04566321201176,1.0744603281882072,12.750715816324261,108.59249824729318
2022-05-31,75.4779483396095,1.0743513122485657,11.931771658528756,103.70187227189128
2022-06-30,75.98539855150055,1.0756245860816536,17.55535364379702,105.82861812675432
2022-07-31,76.30181598839255,1.088501235039538,15.664628023959184,104.16146703210771
2022-08-31,74.2158753927313,1.0826855211511797,13.503026926886893,106.38453544993527
2022-09-30,75.13145011342786,1.08825649496288,18.102303951045045,104.39298170409069
2022-10-31,76.45301916616434,1.086334568438541,15.231349268585717,99.28713294998633
2022-11-30,78.8191216525149,1.0842577564062688,17.358594368127655,94.93474036076485
2022-12-31,81.12672575658469,1.0953455249261408,15.135036962820218,95.45283588108788
2023-01-31,78.57138702067051,1.103699688416021,19.121495849763974,96.58504691801308
2023-02-28,76.89573694084027,1.1119347847760275,18.510681684886407,94.37672038746156
2023-03-31,78.12580747525759,1.1250895728475707,14.502071703041853,96.58777789980788
2023-04-30,79.353379377082,1.1253996112638982,16.94314190190871,92.25962454313358
2023-05-31,80.5834747496941,1.1323191409768478,16.290751899170296,92.44595602746885
2023-06-30,88.48893773100355,1.1293164734109133,17.737263115064696,89.5049318844795
2023-07-31,89.83071875238988,1.1326581369357978,13.070153078839791,88.12344762575862
2023-08-31,92.30185003275108,1.131456706392121,16.372102919996877,88.60254710157109
2023-09-30,94.40985355973748,1.132526666042048,17.116848973699177,86.69083809553146
2023-10-31,95.91263606234908,1.1385782362964172,11.482521027153771,86.03993407941215
2023-11-30,95.48209757306839,1.1304960294640825,12.63348297466845,89.03239769280398
2023-12-31,97.20003601405492,1.151519902220937,10.9215356444798,87.85551291814056
